level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	600	2350	-1	
2	1	1	0	0	0	66	0	534	88	-1	
3	1	1	1	0	0	66	0	534	88	-1	
4	1	1	1	1	0	66	0	534	88	-1	
5	1	1	1	1	1	66	6	229	64	94	CHASE
5	1	1	1	1	2	305	0	137	81	10	(er
5	1	1	1	1	3	444	9	156	79	0	inec
2	1	2	0	0	0	20	422	578	9	-1	
3	1	2	1	0	0	20	422	578	9	-1	
4	1	2	1	1	0	20	422	578	9	-1	
5	1	2	1	1	1	20	422	578	9	95	 
2	1	3	0	0	0	20	500	578	9	-1	
3	1	3	1	0	0	20	500	578	9	-1	
4	1	3	1	1	0	20	500	578	9	-1	
5	1	3	1	1	1	20	500	578	9	95	 
2	1	4	0	0	0	20	629	578	5	-1	
3	1	4	1	0	0	20	629	578	5	-1	
4	1	4	1	1	0	20	629	578	5	-1	
5	1	4	1	1	1	20	629	578	5	95	 
2	1	5	0	0	0	20	749	578	5	-1	
3	1	5	1	0	0	20	749	578	5	-1	
4	1	5	1	1	0	20	749	578	5	-1	
5	1	5	1	1	1	20	749	578	5	95	 
2	1	6	0	0	0	20	869	578	5	-1	
3	1	6	1	0	0	20	869	578	5	-1	
4	1	6	1	1	0	20	869	578	5	-1	
5	1	6	1	1	1	20	869	578	5	95	 
2	1	7	0	0	0	20	989	578	6	-1	
3	1	7	1	0	0	20	989	578	6	-1	
4	1	7	1	1	0	20	989	578	6	-1	
5	1	7	1	1	1	20	989	578	6	95	 
2	1	8	0	0	0	20	1110	578	5	-1	
3	1	8	1	0	0	20	1110	578	5	-1	
4	1	8	1	1	0	20	1110	578	5	-1	
5	1	8	1	1	1	20	1110	578	5	95	 
2	1	9	0	0	0	20	1230	578	5	-1	
3	1	9	1	0	0	20	1230	578	5	-1	
4	1	9	1	1	0	20	1230	578	5	-1	
5	1	9	1	1	1	20	1230	578	5	95	 
2	1	10	0	0	0	20	1350	578	5	-1	
3	1	10	1	0	0	20	1350	578	5	-1	
4	1	10	1	1	0	20	1350	578	5	-1	
5	1	10	1	1	1	20	1350	578	5	95	 
2	1	11	0	0	0	20	1470	578	6	-1	
3	1	11	1	0	0	20	1470	578	6	-1	
4	1	11	1	1	0	20	1470	578	6	-1	
5	1	11	1	1	1	20	1470	578	6	95	 
2	1	12	0	0	0	20	1591	578	5	-1	
3	1	12	1	0	0	20	1591	578	5	-1	
4	1	12	1	1	0	20	1591	578	5	-1	
5	1	12	1	1	1	20	1591	578	5	95	 
2	1	13	0	0	0	20	1711	578	5	-1	
3	1	13	1	0	0	20	1711	578	5	-1	
4	1	13	1	1	0	20	1711	578	5	-1	
5	1	13	1	1	1	20	1711	578	5	95	 
2	1	14	0	0	0	20	1831	578	5	-1	
3	1	14	1	0	0	20	1831	578	5	-1	
4	1	14	1	1	0	20	1831	578	5	-1	
5	1	14	1	1	1	20	1831	578	5	95	 
2	1	15	0	0	0	20	1951	578	5	-1	
3	1	15	1	0	0	20	1951	578	5	-1	
4	1	15	1	1	0	20	1951	578	5	-1	
5	1	15	1	1	1	20	1951	578	5	95	 
2	1	16	0	0	0	20	2071	578	6	-1	
3	1	16	1	0	0	20	2071	578	6	-1	
4	1	16	1	1	0	20	2071	578	6	-1	
5	1	16	1	1	1	20	2071	578	6	95	 
2	1	17	0	0	0	20	2192	578	5	-1	
3	1	17	1	0	0	20	2192	578	5	-1	
4	1	17	1	1	0	20	2192	578	5	-1	
5	1	17	1	1	1	20	2192	578	5	95	 
2	1	18	0	0	0	35	338	554	1909	-1	
3	1	18	1	0	0	35	338	554	1909	-1	
4	1	18	1	1	0	39	338	550	24	-1	
5	1	18	1	1	1	39	338	49	23	96	Full
5	1	18	1	1	2	98	338	80	23	96	Serial
5	1	18	1	1	3	189	338	111	23	96	Number
5	1	18	1	1	4	482	339	107	23	96	Current
4	1	18	1	2	0	37	378	551	28	-1	
5	1	18	1	2	1	37	379	65	23	87	Year
5	1	18	1	2	2	147	379	71	23	87	Make
5	1	18	1	2	3	347	379	53	23	96	Moc
5	1	18	1	2	4	465	378	123	28	95	Principal
4	1	18	1	3	0	35	456	365	29	-1	
5	1	18	1	3	1	35	456	125	23	96	Customer
5	1	18	1	3	2	163	456	153	23	95	Collateral
5	1	18	1	3	3	325	456	75	29	95	Type:
4	1	18	1	4	0	38	541	550	27	-1	
5	1	18	1	4	1	38	541	209	23	76	5XYPG4A35KG
5	1	18	1	4	2	258	541	97	23	96	548292
5	1	18	1	4	3	456	541	132	27	96	28,030.00
4	1	18	1	5	0	45	591	355	23	-1	
5	1	18	1	5	1	45	591	66	23	83	2019
